category,label,agent,text,text_coref,segmentation,episode,podcast,pod_cat,language,ClaimBuster,ClaimBuster COREF,Motivation,ClaimSpan
Not Checkworthy,Broadcast Details,Adam,To 249.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.796567893,,,
Not Checkworthy,Broadcast Details,Adam,To you under 29.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.790519851,,,
Not Checkworthy,Broadcast Details,Adam,249,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.415855715,,,
Not Checkworthy,Broadcast Details,Adam,16 gigabytes.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.920600381,,,
Not Checkworthy,Broadcast Details,Adam,Ice doesn't know much about young people.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.372080554,,,
Not Checkworthy,Broadcast Details,Adam,But everything and a lot of data at a low price.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.196166592,,,
Not Checkworthy,Personal Experience,Adam,And I just feel like it's the same mentality.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.064035569,,,
Not Checkworthy,Broadcast Details,Adam,Andy Levy.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.239603519,,,
Not Checkworthy,Broadcast Details,Adam,I don't bathe for numbers below 15-16.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.513935606,,,
Not Checkworthy,Personal Experience,Adam,"Look, I think Sinema is being honest.","Look, I think Kyrsten Sinema is being honest.",CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.141476883,0.103839548,,
Not Checkworthy,Personal Experience,Adam,I come from very humble beginnings.,my next guest come from very humble beginnings.,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.058909586,0.10436224,,
Not Checkworthy,Broadcast Details,Adam,We'll see you next time.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.045849133,,,
Not Checkworthy,Personal Experience,Adam,I don't really know what to add to it.,,CW/MOT ALL,Florida’s House Republicans Are Even Worse Behind the Scenes,The New Abnormal,politics,en,0.102743472,,,
Not Checkworthy,Broadcast Details,Håvar,Hva?,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,"Ok Ja, og det handler om, jeg hadde jo lært meg å si reversibilitetstest, men det het det ikke lenger til og med Nei, det gjorde det ikke Nei, sant",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Surprising,"[{""start"":53,""end"":101}]"
Not Checkworthy,Broadcast Details,Håvar,"Jeg vet ikke hvor mange ganger vi har sagt det i løpet av vår tid som podcast-hoster her, Christian, men åbenbart så må vi si det igjen, og antagelig flere ganger til og det er deprimerende hvor mange ganger dette gjelder dette fagfeltet men nå er det kommet noe nytt innen lungegreier",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Not Checkworthy,Not a Claim,Håvar,"Og det, nå het det da noe fryktelig vanskelig",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,Ja Nå het det en bronchodilator-responsstest En BTRT?,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Learn More,
Not Checkworthy,Not a Claim,Håvar,"Ja Som, det sikkert ikke het det det?",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Not Checkworthy,Personal Experience,Håvar,"Jeg tror egentlig ikke det har blitt konsensus Nei, men da slager det da BTRT Ja, ellers kan du sånn, blant de som nå påløpig jobber litt mye med det så har man begynt å si bare responsstest i stedet for reversibilitetstest",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,"Det er kanskje litt lettere å forholde seg til å si at det er en responstest Responsstest, ja Og det er en grunn til det, og det er at når man kallte det en reversibilitetstest så tenker man at man reverserer et eller annet",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,Ja Og sånn fysiologisk er ikke det helt riktig,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Not Checkworthy,Emotions and Opinions,Håvar,"Nei, men det tok de en del år å komme på det da, at det ikke var helt riktig Ja, det er jo sånn i medisinen, altså noen ting går fremover Men makeren til treiket da, at det ikke reverseres, det må vel lungelegene ha tenkt for en del år siden Hvor mange år har man kalt det reversibilitetstest da?",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Not Checkworthy,Emotions and Opinions,Håvar,"Jeg vet ikke, men jeg tror du får tenke at lungelegene er vel kanskje mer opptatt av Ja, ikke ordet,",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,"kanskje Nei Men nå har de kommet på at ordet var viktige likevel, og så har de kalt det responstest Respons, for det man egentlig tester er hva skjer når du gir en bronchodilator til en pasient",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,"Så det er det samme du gjør, du gir den samme medisinen og venter like lenge Akkurat, og så ser du om dette gir en respons",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Learn More,
Not Checkworthy,Broadcast Details,Håvar,"Ja Og responsen måler du på samme måten, eller?",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,"Nei, ikke det heller Og der da kom det noe nytt, og det er egentlig enklere, men nye ting er jo alltid vanskelig For nå har vi omsider klart å lære de aller aller fleste at en reversibilitetstest er positiv når FEV1 stiger med 12% og 200 ml eller mer",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,Ja Og så skal man nå begynne i stedet for å si at en responstest er positiv hvis FEV1 stiger med mer enn 10% av forventet verdi,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Learn More,
Not Checkworthy,Broadcast Details,Håvar,Forventet verdi?,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,"Ja, og det som er den store forskjellen er at her går man da i bortifra og måler i forhold til utgangsverdien Til den enkelte testpersonen?",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Learn More,
Checkworthy,Factual Descriptions,Håvar,"Ja, dette skjer jo da sånn som det alltid har skjedd, man kan først ta en spirometri, så får man en FEV1-verdi og så gir man en dobbelt dose hurtigvirkende bronchodilator",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,Og så tar man en ny spirometri,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,Ja Og hvis den da stiger så kan denne testen være positiv,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,"Men nå er det sånn at den stigningen skal være mer enn 10% av den forventet verdien Og den forventet verdien det kan man finne inne i alle spirometrene, men den må man da lete opp Ja, men er det ikke forskjellige sånne referansepakker da?",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,Nå skal alle egentlig bruke noe som heter GLI 2012 GLI?,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,"Ja, Global Lung Index",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Not Checkworthy,Broadcast Details,Håvar,"Ja, GLI 21, fel det du sa?",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,"Ja, 2012 2012?",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Not Checkworthy,Broadcast Details,Håvar,"Ja, det var da de begynte på den",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,"Nei Så det blir neste gang vi sier at dette er gammelt, når GLI blir oppsummert Ja, nå er det sånn at den revideres fortløpende, så hvis du oppdaterer programvaren din så skal det egentlig gå bra",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,"Ja, programvaren på spirometer Ja, og det må du da også gjøre for å finne denne nye positiv-respons-testen Er det oppdatert i programvaren?",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,"Ja, egentlig hos alle leverandørene i Norge nå så skal det være det, men du må be om å få siste versjon",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,Nettopp Og da vil du se at da er det endringen i forhold til forventet verdi som skal være over eller under 10% av det Egentlig så er dette blitt enklere hvis du klarer å se på hva du skal se på Maskinen gir disse tallene ut hvis du bare klarer å finne riktig kolonne,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Numerical Claims,Håvar,"Men det er sånn at hvis denne pasienten som du har foran deg, Ola Norman, har en forventet FW1-verdi på 4 liter Ja Så må endringen være mer enn 400 ml for at testen skal være positiv Ja, uavhengig av hva... Hva den var før og etterpå og alt mulig Ja, men du sier dette er fornuftig?",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Learn More,
Checkworthy,Factual Descriptions,Håvar,"Ja, fordi at nå tar du utgangspunkt i hvor sterkt du reagerer på en medisin",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,Ja Uavhengig av hvor elendig spermatrien den var på forhånd,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Not Checkworthy,Not a Claim,Håvar,"Ja For det som var problemet før, eller problem og problemer, men det som nok gjorde at vi fikk noen såkalt falsk positive tester",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Not Checkworthy,Not a Claim,Håvar,"Ja Var at hvis du har et veldig, veldig lavt utgangsnivå",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,Så skal det ha en relativt sett liten endring til i volym,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,"Ja visst, ja visst For at den skal bli positiv For at den skal bli en positiv test",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Factual Descriptions,Håvar,"Ja Men det vil den jo ikke være noe lenger Nei, nei det vil jo ikke det For eksempel hvis det var disse 4 litrene som vi har snakket om da Ja Si at du bare hadde halvannen liter",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Not Checkworthy,Not a Claim,Håvar,før Ja I Fevn I Fevn,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
Checkworthy,Factual Descriptions,Håvar,"Ja Fordi du var veldig, veldig obstruktiv",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Numerical Claims,Håvar,"Så hadde jo nesten 180 liter vært positiv tidligere Nei, 200 200 ml, for det var alltid krav om 200 Men 200 ml ville vært en positiv test",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Confirm True,
Checkworthy,Numerical Claims,Håvar,"Ja, ja Mens nå var kraven fortsatt 400 ml den testen ville ha vært negativ Nei, topp",,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,Learn More,
Not Checkworthy,Emotions and Opinions,Håvar,Sånn at dette er nok mer fornuftig,,Medical TR/DI/AD,415 Bronkodilator responstest,KVALLM,,no,,,,
