text,utt_id,seg_name,ep_name,pod_name,lang,cat,judgement,edit,agent
I'd say the three lowest moments.,1735885,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Let's say the three lowest moments.,62b0e8841b9e4f974007ca98
Let's talk more about the verdict in the Eugene Carroll case where a jury ordered Trump to pay the famous advice columnist five million dollars in damages for sexually assaulting then defaming her.,1736889,ProlificP TR/DI/AD,Trump’s CNN Clown Hall,Pod Save America,en,politics,Confirm Edit,Let's talk more about the verdict in the E Jean Carroll case where a jury ordered Trump to pay the famous advice columnist five million dollars in damages for sexually assaulting then defaming her.,5d58d7d6280de7001aa7952a
Let's talk more about the verdict in the Eugene Carroll case where a jury ordered Trump to pay the famous advice columnist five million dollars in damages for sexually assaulting then defaming her.,1736889,ProlificP TR/DI/AD,Trump’s CNN Clown Hall,Pod Save America,en,politics,Confirm Edit,Let's talk more about the verdict in the E. Jean Carroll case where a jury ordered Trump to pay the famous advice columnist five million dollars in damages for sexually assaulting then defaming her.,5d58d7d6280de7001aa7952a
"Like, I think all of this, if I was running a campaign, this is what I would I'm sure the Biden people are thinking about all this.",1735741,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Like, I think all of this, if I was running a campaign, that this is what I would and I'm sure the Biden people are thinking about all this.",62b0e8841b9e4f974007ca98
"It's like, oh, by the way, there's a subpoena for Trump's business dealings with the Saudis over there, their golf venture.",1735930,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Like, oh, by the way, there's a subpoena for Trump's business dealings with the Saudis over there, their golf venture.",62b0e8841b9e4f974007ca98
"Like, you know, a couple of years ago, Trump was like, yo, storm that Capitol and kill some people.",1736508,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Like, you know, couple of years ago, Trump was like, yo, storm that Capitol and kill some people.",62b0e8841b9e4f974007ca98
"Listen, I have a position here to make it a trend.",1736361,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Listen, I have a position here.",62b0e8841b9e4f974007ca98
"Listen, I have a position here to make it a trend.",1736361,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Listen, I have a position here. A third to make it a trend?",62b0e8841b9e4f974007ca98
"Look, here's what I would also say, you know, unscrew so you can sleep at night but spend all day thinking that they're they're pretty real.",1735626,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Edit,"Look, here's what I would also say, you know, unskew so you can sleep at night but spend all day thinking that they're they're pretty real.",62b0e8841b9e4f974007ca98
"Look, here's what I would also say, you know, unscrew so you can sleep at night but spend all day thinking that they're they're pretty real.",1735626,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Look, here's what I would also say, you know, unskew so you can sleep at night but spend all day thinking that they're they're pretty real.",62b0e8841b9e4f974007ca98
"Look, here's what I would also say, you know, unscrew so you can sleep at night but spend all day thinking that they're they're pretty real.",1735626,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Look, here's what I would also say, you know, unskew so you can sleep at night but spend all day thinking that they're they're pretty real.",62b0e8841b9e4f974007ca98
God love the world.,1735610,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Make the world go round.,62b0e8841b9e4f974007ca98
"Matt Gaetz is like, here's how to be likable.",1735973,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Matt Gaetz is like, ""here's how to be likable"".",62b0e8841b9e4f974007ca98
"Matthew Calamari, senior and junior.",1735916,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Matthew Calamari Senior and Junior.,62b0e8841b9e4f974007ca98
"Maybe they didn't, but they were predicting it.",1732012,ProlificP TR/DI/AD,Deep Dive into Hunter Biden & the Weaponization of the Federal Government: Part 2 with Jim Jordan,Verdict with Ted Cruz,en,politics,Confirm Edit,"Maybe they didn't, but they were sure predicting it.",6070e23a3e478af6a585c330
More of this going after these terrible monopolistic companies is a great idea.,1735788,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,more of this? Going after these terrible monopolistic companies is a great idea.,62b0e8841b9e4f974007ca98
My point is like quiet is kind of is going to be a range because I do think he's going to have a podcast on rumble or something like that.,1736193,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,My point is just like quiet is kind of is going to be a range because I do think he's going to have a podcast on Rumble or something like that.,62b0e8841b9e4f974007ca98
My point is like quiet is kind of is going to be a range because I do think he's going to have a podcast on rumble or something like that.,1736193,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,My point is like quiet is kind of is going to be a range because I do think he's going to have a podcast on Rumle or something like that.,62b0e8841b9e4f974007ca98
"No, I saw Tommy tweet.",1736185,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"No, I saw Tommy tweet about it.",62b0e8841b9e4f974007ca98
"No, I think the semantics fall apart when you tie to another negotiation.",1736111,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"No, I think the semantics fall apart when you tie it to another negotiation.",62b0e8841b9e4f974007ca98
"No, no offense, but it's pretty illegal.",1736324,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"No, no if, ands, or buts. Pretty illegal.",62b0e8841b9e4f974007ca98
Nobody's been- Biggest Dick Durbin defender here.,1736247,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Nobody's been like. Biggest Dick Durbin defender here.,62b0e8841b9e4f974007ca98
"Not always, but largely true.",1735845,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Not always, but largely true, unfortunately or fortunately.",62b0e8841b9e4f974007ca98
"Not great, John.",1736983,ProlificP TR/DI/AD,Trump’s CNN Clown Hall,Pod Save America,en,politics,Confirm Edit,"Not great, Jon.",5d58d7d6280de7001aa7952a
"Not great, John.",1736983,ProlificP TR/DI/AD,Trump’s CNN Clown Hall,Pod Save America,en,politics,Confirm Edit,"Not great, Jon.",5d58d7d6280de7001aa7952a
"Not only the RSVP, no.",1736252,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Not only did he RSVP, no.",62b0e8841b9e4f974007ca98
Now they did push leaners at the regular poll was like I think Trump only got forty five or forty six percent when they didn't push leaners.,1735660,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Now they did push leaners at the regular poll it was like I think Trump only got forty-five or forty-six percent when they didn't push leaners.,62b0e8841b9e4f974007ca98
"Now, the problem is it's not going to take effect for like months if you know where it's going.",1735776,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Now, the problem is it's not going to take effect for like months if not years.",62b0e8841b9e4f974007ca98
"Now, the problem is it's not going to take effect for like months if you know where it's going.",1735776,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Now, the problem is it's not going to take effect for like months if years because it's going.",62b0e8841b9e4f974007ca98
Numbers tend to go down over the course of the eight.,1735672,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,numbers tend to go down over the course of the eight.,62b0e8841b9e4f974007ca98
"Obviously, there is, because I mean, I voted contrary to him in the car.",1735959,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Obviously, there is, because I mean, I voted contrary to him in the",62b0e8841b9e4f974007ca98
"I think when you walk up there, if you have a pad, you have to write in all caps at the top of the pad, likeable.",1735964,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Edit,"Obviously, there is, because I mean, I voted contrary to him in the",62b0e8841b9e4f974007ca98
"Obviously, there is, because I mean, I voted contrary to him in the car.",1735959,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Obviously, there is, because I've I mean, I voted contrary to him in the Congress.",62b0e8841b9e4f974007ca98
Of course.,1736133,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Of course he did.,62b0e8841b9e4f974007ca98
"OK, number two.",1735926,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"OK, number two single ply",62b0e8841b9e4f974007ca98
"OK, well, hopefully our producers can find some clips of you calling for the RBG return.",1736368,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"OK, well, hopefully our producers can find some clips of you calling for the RBG retirement.",62b0e8841b9e4f974007ca98
They're just on a private jet.,1736331,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,On a private jet.,62b0e8841b9e4f974007ca98
Not on MSNBC.,1736054,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,on MSNBC.,62b0e8841b9e4f974007ca98
Not on MSNBC.,1736054,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,on MSNBC.,62b0e8841b9e4f974007ca98
No labels and whether they're going to Joe Manchin or Kyrsten Sinema or someone else.,1735694,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Or fucking no labels and whether they're going to Joe Manchin or Kyrsten Sinema or someone else.,62b0e8841b9e4f974007ca98
Or it just it just changed.,1736282,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Or it just it just change,62b0e8841b9e4f974007ca98
We have enough senators to get rid of the filibuster.,1736306,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Or we have enough senators to get rid of the filibuster.,62b0e8841b9e4f974007ca98
"However, I was going to go testify.",1735828,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Or wherever. I just got to go testify.,62b0e8841b9e4f974007ca98
"Otherwise, other sort of I don't know.",1735629,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Other, others would've I don't know.",62b0e8841b9e4f974007ca98
"Otherwise, other sort of I don't know.",1735629,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Others would have. I don't know.,62b0e8841b9e4f974007ca98
"Otherwise, we're not going to get anything out of Biden.",1736077,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,"Otherwise, we're not going to get anything up out of Biden.",62b0e8841b9e4f974007ca98
"Our audiences, people keep saying people keep saying it's boring.",1736116,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Our audiences. People keep saying people keep saying it's boring.,62b0e8841b9e4f974007ca98
Our producers are Andy Gardner-Bernstein and Olivia Martinez.,1736643,ProlificP TR/DI/AD,Tucker’s War With Fox,Pod Save America,en,politics,Confirm Edit,Our producers are Andi Gardner-Bernstein and Olivia Martinez.,62b0e8841b9e4f974007ca98
